id,sex,ageM,trialOrd,frm,idtrialOrd,trialNum,pointLR,conf,faceAngRaw,faceAngMod,gazeAngRaw,gazeAngMod,pointFrm
1,m,23,1,1,1_1,52,R,0.98,0.14,0.185,0.096,0.133,20
1,m,23,1,2,1_1,52,R,0.93,0.139,0.184,0.097,0.134,20
1,m,23,1,3,1_1,52,R,0.98,0.147,0.194,0.102,0.141,20
1,m,23,1,4,1_1,52,R,0.98,0.154,0.204,0.106,0.147,20
1,m,23,1,5,1_1,52,R,0.98,0.154,0.206,0.106,0.15,20
1,m,23,1,6,1_1,52,R,0.98,0.158,0.213,0.108,0.155,20
1,m,23,1,7,1_1,52,R,0.98,0.165,0.223,0.112,0.162,20
1,m,23,1,8,1_1,52,R,0.93,0.157,0.218,0.105,0.157,20
1,m,23,1,9,1_1,52,R,0.93,0.16,0.221,0.105,0.157,20
1,m,23,1,10,1_1,52,R,0.93,0.162,0.225,0.106,0.16,20
1,m,23,1,11,1_1,52,R,0.98,0.171,0.237,0.116,0.172,20
1,m,23,1,12,1_1,52,R,0.93,0.165,0.232,0.118,0.176,20
1,m,23,1,13,1_1,52,R,0.93,0.161,0.228,0.11,0.167,20
1,m,23,1,14,1_1,52,R,0.93,0.166,0.232,0.111,0.168,20
1,m,23,1,15,1_1,52,R,0.98,0.174,0.24,0.116,0.172,20
1,m,23,1,16,1_1,52,R,0.93,0.163,0.228,0.114,0.17,20
1,m,23,1,17,1_1,52,R,0.93,0.164,0.228,0.113,0.167,20
1,m,23,1,18,1_1,52,R,0.93,0.168,0.231,0.115,0.167,20
1,m,23,1,19,1_1,52,R,0.93,0.175,0.236,0.121,0.172,20
1,m,23,1,20,1_1,52,R,0.93,0.177,0.236,0.125,0.174,20
1,m,23,1,21,1_1,52,R,0.93,0.174,0.233,0.122,0.171,20
1,m,23,1,22,1_1,52,R,0.93,0.178,0.235,0.127,0.174,20
1,m,23,1,23,1_1,52,R,0.93,0.18,0.236,0.13,0.176,20
1,m,23,1,24,1_1,52,R,0.93,0.177,0.231,0.129,0.173,20
1,m,23,1,25,1_1,52,R,0.93,0.173,0.225,0.125,0.167,20
1,m,23,1,26,1_1,52,R,0.93,0.174,0.226,0.126,0.168,20
1,m,23,1,27,1_1,52,R,0.93,0.169,0.22,0.123,0.164,20
1,m,23,1,28,1_1,52,R,0.93,0.161,0.21,0.116,0.155,20
1,m,23,1,29,1_1,52,R,0.93,0.155,0.203,0.111,0.149,20
1,m,23,1,30,1_1,52,R,0.93,0.154,0.201,0.11,0.147,20
1,m,23,1,31,1_1,52,R,0.93,0.152,0.198,0.109,0.145,20
1,m,23,1,32,1_1,52,R,0.93,0.15,0.195,0.107,0.143,20
1,m,23,1,33,1_1,52,R,0.93,0.151,0.196,0.107,0.143,20
1,m,23,1,34,1_1,52,R,0.93,0.155,0.2,0.11,0.145,20
1,m,23,1,35,1_1,52,R,0.93,0.158,0.202,0.113,0.148,20
1,m,23,1,36,1_1,52,R,0.93,0.158,0.202,0.113,0.147,20
1,m,23,1,37,1_1,52,R,0.98,0.161,0.205,0.115,0.149,20
1,m,23,1,38,1_1,52,R,0.98,0.161,0.205,0.115,0.149,20
1,m,23,1,39,1_1,52,R,0.98,0.166,0.209,0.119,0.153,20
1,m,23,1,40,1_1,52,R,0.98,0.165,0.208,0.119,0.152,20
1,m,23,1,41,1_1,52,R,0.98,0.168,0.211,0.12,0.154,20
1,m,23,1,42,1_1,52,R,0.98,0.175,0.218,0.126,0.16,20
1,m,23,1,43,1_1,52,R,0.93,0.181,0.225,0.131,0.165,20
1,m,23,1,44,1_1,52,R,0.98,0.185,0.229,0.134,0.169,20
1,m,23,1,45,1_1,52,R,0.88,0.187,0.232,0.135,0.171,20
1,m,23,1,46,1_1,52,R,0.88,0.192,0.238,0.144,0.181,20
1,m,23,1,47,1_1,52,R,0.88,0.186,0.232,0.141,0.178,20
1,m,23,1,48,1_1,52,R,0.93,0.185,0.232,0.141,0.179,20
1,m,23,1,49,1_1,52,R,0.88,0.193,0.24,0.142,0.18,20
1,m,23,1,50,1_1,52,R,0.88,0.189,0.237,0.143,0.182,20
1,m,23,1,51,1_1,52,R,0.88,0.188,0.236,0.142,0.182,20
1,m,23,1,52,1_1,52,R,0.88,0.188,0.237,0.141,0.181,20
1,m,23,1,53,1_1,52,R,0.93,0.177,0.226,0.134,0.175,20
1,m,23,1,54,1_1,52,R,0.93,0.178,0.226,0.127,0.167,20
1,m,23,1,55,1_1,52,R,0.93,0.172,0.218,0.119,0.157,20
1,m,23,1,56,1_1,52,R,0.93,0.165,0.211,0.113,0.15,20
1,m,23,1,57,1_1,52,R,0.93,0.166,0.212,0.113,0.15,20
1,m,23,1,58,1_1,52,R,0.93,0.167,0.213,0.114,0.151,20
1,m,23,1,59,1_1,52,R,0.88,0.187,0.235,0.131,0.171,20
1,m,23,1,60,1_1,52,R,0.88,0.206,0.258,0.149,0.192,20
1,m,23,2,1,1_2,11,L,0.93,-0.159,-0.162,-0.115,-0.126,28
1,m,23,2,2,1_2,11,L,0.93,-0.174,-0.18,-0.128,-0.141,28
1,m,23,2,3,1_2,11,L,0.93,-0.171,-0.179,-0.129,-0.145,28
1,m,23,2,4,1_2,11,L,0.93,-0.159,-0.168,-0.121,-0.137,28
1,m,23,2,5,1_2,11,L,0.93,-0.166,-0.177,-0.126,-0.144,28
1,m,23,2,6,1_2,11,L,0.93,-0.177,-0.191,-0.133,-0.154,28
1,m,23,2,7,1_2,11,L,0.93,-0.182,-0.198,-0.135,-0.159,28
1,m,23,2,8,1_2,11,L,0.93,-0.185,-0.204,-0.136,-0.163,28
1,m,23,2,9,1_2,11,L,0.93,-0.179,-0.198,-0.131,-0.158,28
1,m,23,2,10,1_2,11,L,0.93,-0.197,-0.219,-0.142,-0.172,28
1,m,23,2,11,1_2,11,L,0.93,-0.202,-0.227,-0.146,-0.179,28
1,m,23,2,12,1_2,11,L,0.93,-0.197,-0.225,-0.142,-0.178,28
1,m,23,2,13,1_2,11,L,0.93,-0.199,-0.23,-0.141,-0.18,28
1,m,23,2,14,1_2,11,L,0.93,-0.2,-0.234,-0.141,-0.182,28
1,m,23,2,15,1_2,11,L,0.93,-0.206,-0.242,-0.144,-0.188,28
1,m,23,2,16,1_2,11,L,0.93,-0.206,-0.242,-0.144,-0.188,28
1,m,23,2,17,1_2,11,L,0.88,-0.205,-0.243,-0.143,-0.189,28
1,m,23,2,18,1_2,11,L,0.93,-0.207,-0.246,-0.144,-0.191,28
1,m,23,2,19,1_2,11,L,0.93,-0.206,-0.246,-0.143,-0.191,28
1,m,23,2,20,1_2,11,L,0.93,-0.203,-0.244,-0.14,-0.188,28
1,m,23,2,21,1_2,11,L,0.93,-0.204,-0.245,-0.14,-0.189,28
1,m,23,2,22,1_2,11,L,0.93,-0.207,-0.249,-0.143,-0.192,28
1,m,23,2,23,1_2,11,L,0.93,-0.209,-0.251,-0.144,-0.193,28
1,m,23,2,24,1_2,11,L,0.93,-0.21,-0.252,-0.144,-0.193,28
1,m,23,2,25,1_2,11,L,0.93,-0.21,-0.252,-0.144,-0.194,28
1,m,23,2,26,1_2,11,L,0.93,-0.203,-0.244,-0.139,-0.188,28
1,m,23,2,27,1_2,11,L,0.93,-0.203,-0.244,-0.137,-0.186,28
1,m,23,2,28,1_2,11,L,0.93,-0.201,-0.242,-0.136,-0.185,28
1,m,23,2,29,1_2,11,L,0.93,-0.186,-0.227,-0.123,-0.172,28
1,m,23,2,30,1_2,11,L,0.88,-0.158,-0.199,-0.099,-0.148,28
1,m,23,2,31,1_2,11,L,0.93,-0.141,-0.182,-0.087,-0.135,28
1,m,23,2,32,1_2,11,L,0.88,-0.138,-0.178,-0.085,-0.133,28
1,m,23,2,33,1_2,11,L,0.88,-0.137,-0.177,-0.084,-0.131,28
1,m,23,2,34,1_2,11,L,0.88,-0.13,-0.169,-0.08,-0.126,28
1,m,23,2,35,1_2,11,L,0.88,-0.13,-0.168,-0.081,-0.126,28
1,m,23,2,36,1_2,11,L,0.88,-0.121,-0.158,-0.075,-0.119,28
1,m,23,2,37,1_2,11,L,0.88,-0.113,-0.149,-0.069,-0.112,28
1,m,23,2,38,1_2,11,L,0.88,-0.119,-0.154,-0.075,-0.117,28
1,m,23,2,39,1_2,11,L,0.88,-0.114,-0.147,-0.072,-0.112,28
1,m,23,2,40,1_2,11,L,0.88,-0.124,-0.156,-0.078,-0.117,28
1,m,23,2,41,1_2,11,L,0.88,-0.104,-0.135,-0.066,-0.104,28
1,m,23,2,42,1_2,11,L,0.88,-0.076,-0.104,-0.046,-0.081,28
1,m,23,2,43,1_2,11,L,0.88,-0.06,-0.086,-0.033,-0.066,28
1,m,23,2,44,1_2,11,L,0.88,-0.058,-0.081,-0.03,-0.061,28
1,m,23,2,45,1_2,11,L,0.88,-0.08,-0.103,-0.044,-0.074,28
1,m,23,2,46,1_2,11,L,0.88,-0.074,-0.094,-0.04,-0.067,28
1,m,23,2,47,1_2,11,L,0.88,-0.07,-0.087,-0.037,-0.062,28
1,m,23,2,48,1_2,11,L,0.93,-0.039,-0.053,-0.016,-0.037,28
1,m,23,2,49,1_2,11,L,0.93,-0.009,-0.019,0.004,-0.013,28
1,m,23,2,50,1_2,11,L,0.93,0.019,0.013,0.023,0.01,28
1,m,23,2,51,1_2,11,L,0.93,0.028,0.026,0.026,0.017,28
1,m,23,2,52,1_2,11,L,0.93,-0.009,-0.009,-0.004,-0.012,28
1,m,23,2,53,1_2,11,L,0.93,0.022,0.025,0.019,0.014,28
1,m,23,2,54,1_2,11,L,0.93,0.042,0.048,0.034,0.032,28
1,m,23,2,55,1_2,11,L,0.93,0.058,0.066,0.046,0.046,28
1,m,23,2,56,1_2,11,L,0.93,0.068,0.078,0.055,0.057,28
1,m,23,2,57,1_2,11,L,0.93,0.068,0.078,0.055,0.057,28
1,m,23,2,58,1_2,11,L,0.93,0.084,0.096,0.065,0.069,28
1,m,23,2,59,1_2,11,L,0.93,0.093,0.107,0.072,0.078,28
1,m,23,2,60,1_2,11,L,0.93,0.104,0.12,0.08,0.088,28
1,m,23,3,1,1_3,82,R,0.93,0.014,0.042,0.003,0.023,75
1,m,23,3,2,1_3,82,R,0.98,0.023,0.052,0.01,0.031,75
1,m,23,3,3,1_3,82,R,0.98,0.039,0.069,0.021,0.044,75
1,m,23,3,4,1_3,82,R,0.98,0.052,0.084,0.031,0.055,75
1,m,23,3,5,1_3,82,R,0.98,0.054,0.086,0.032,0.056,75
1,m,23,3,6,1_3,82,R,0.98,0.069,0.102,0.043,0.068,75
1,m,23,3,7,1_3,82,R,0.98,0.081,0.115,0.053,0.079,75
1,m,23,3,8,1_3,82,R,0.98,0.092,0.127,0.061,0.088,75
1,m,23,3,9,1_3,82,R,0.98,0.1,0.136,0.066,0.094,75
1,m,23,3,10,1_3,82,R,0.93,0.102,0.139,0.069,0.098,75
1,m,23,3,11,1_3,82,R,0.98,0.105,0.143,0.07,0.1,75
1,m,23,3,12,1_3,82,R,0.98,0.105,0.143,0.07,0.1,75
1,m,23,3,13,1_3,82,R,0.98,0.099,0.137,0.064,0.094,75
1,m,23,3,14,1_3,82,R,0.98,0.073,0.109,0.043,0.071,75
1,m,23,3,15,1_3,82,R,0.98,0.024,0.057,0.005,0.03,75
1,m,23,3,16,1_3,82,R,0.98,-0.033,-0.003,-0.036,-0.015,75
1,m,23,3,17,1_3,82,R,0.98,-0.032,-0.003,-0.035,-0.014,75
1,m,23,3,18,1_3,82,R,0.98,-0.082,-0.056,-0.071,-0.053,75
1,m,23,3,19,1_3,82,R,0.98,-0.115,-0.093,-0.093,-0.079,75
1,m,23,3,20,1_3,82,R,0.93,-0.146,-0.128,-0.115,-0.105,75
1,m,23,3,21,1_3,82,R,0.93,-0.179,-0.164,-0.142,-0.135,75
1,m,23,3,22,1_3,82,R,0.93,-0.204,-0.193,-0.161,-0.158,75
1,m,23,3,23,1_3,82,R,0.93,-0.221,-0.212,-0.173,-0.172,75
1,m,23,3,24,1_3,82,R,0.93,-0.217,-0.209,-0.169,-0.169,75
1,m,23,3,25,1_3,82,R,0.93,-0.226,-0.22,-0.175,-0.177,75
1,m,23,3,26,1_3,82,R,0.93,-0.232,-0.228,-0.18,-0.184,75
1,m,23,3,27,1_3,82,R,0.93,-0.23,-0.228,-0.178,-0.184,75
1,m,23,3,28,1_3,82,R,0.93,-0.225,-0.224,-0.174,-0.181,75
1,m,23,3,29,1_3,82,R,0.88,-0.219,-0.218,-0.168,-0.175,75
1,m,23,3,30,1_3,82,R,0.93,-0.211,-0.211,-0.16,-0.168,75
1,m,23,3,31,1_3,82,R,0.93,-0.199,-0.2,-0.15,-0.159,75
1,m,23,3,32,1_3,82,R,0.88,-0.177,-0.179,-0.13,-0.14,75
1,m,23,3,33,1_3,82,R,0.88,-0.156,-0.158,-0.114,-0.124,75
1,m,23,3,34,1_3,82,R,0.88,-0.149,-0.151,-0.107,-0.117,75
1,m,23,3,35,1_3,82,R,0.88,-0.14,-0.142,-0.101,-0.111,75
1,m,23,3,36,1_3,82,R,0.88,-0.135,-0.137,-0.098,-0.108,75
1,m,23,3,37,1_3,82,R,0.88,-0.128,-0.13,-0.092,-0.102,75
1,m,23,3,38,1_3,82,R,0.88,-0.121,-0.123,-0.088,-0.097,75
1,m,23,3,39,1_3,82,R,0.93,-0.115,-0.117,-0.084,-0.093,75
1,m,23,3,40,1_3,82,R,0.88,-0.129,-0.13,-0.092,-0.101,75
1,m,23,3,41,1_3,82,R,0.88,-0.117,-0.118,-0.085,-0.094,75
1,m,23,3,42,1_3,82,R,0.88,-0.118,-0.119,-0.086,-0.095,75
1,m,23,3,43,1_3,82,R,0.93,-0.111,-0.112,-0.082,-0.091,75
1,m,23,3,44,1_3,82,R,0.93,-0.124,-0.124,-0.09,-0.098,75
1,m,23,3,45,1_3,82,R,0.98,-0.111,-0.109,-0.083,-0.089,75
1,m,23,3,46,1_3,82,R,0.98,-0.11,-0.106,-0.08,-0.084,75
1,m,23,3,47,1_3,82,R,0.98,-0.079,-0.073,-0.056,-0.058,75
1,m,23,3,48,1_3,82,R,0.98,-0.078,-0.072,-0.056,-0.058,75
1,m,23,3,49,1_3,82,R,0.98,-0.04,-0.031,-0.028,-0.028,75
1,m,23,3,50,1_3,82,R,0.98,-0.013,-0.003,-0.008,-0.006,75
1,m,23,3,51,1_3,82,R,0.98,0.018,0.03,0.015,0.018,75
1,m,23,3,52,1_3,82,R,0.98,0.042,0.055,0.033,0.037,75
1,m,23,3,53,1_3,82,R,0.98,0.043,0.056,0.034,0.038,75
1,m,23,3,54,1_3,82,R,0.98,0.059,0.072,0.046,0.051,75
1,m,23,3,55,1_3,82,R,0.93,0.077,0.091,0.061,0.067,75
1,m,23,3,56,1_3,82,R,0.93,0.089,0.103,0.07,0.076,75
1,m,23,3,57,1_3,82,R,0.93,0.101,0.116,0.08,0.087,75
1,m,23,3,58,1_3,82,R,0.93,0.117,0.133,0.091,0.099,75
1,m,23,3,59,1_3,82,R,0.93,0.127,0.144,0.099,0.107,75
1,m,23,3,60,1_3,82,R,0.93,0.128,0.145,0.1,0.108,75
1,m,23,4,1,1_4,62,L,0.93,0.044,0.079,0.022,0.049,40
1,m,23,4,2,1_4,62,L,0.93,0.07,0.107,0.041,0.07,40
1,m,23,4,3,1_4,62,L,0.93,0.082,0.12,0.051,0.081,40
1,m,23,4,4,1_4,62,L,0.93,0.088,0.126,0.055,0.085,40
1,m,23,4,5,1_4,62,L,0.93,0.09,0.128,0.057,0.087,40
1,m,23,4,6,1_4,62,L,0.93,0.072,0.108,0.041,0.069,40
1,m,23,4,7,1_4,62,L,0.93,0.022,0.054,0.003,0.028,40
1,m,23,4,8,1_4,62,L,0.93,-0.037,-0.01,-0.04,-0.02,40
1,m,23,4,9,1_4,62,L,0.93,-0.091,-0.069,-0.077,-0.063,40
1,m,23,4,10,1_4,62,L,0.93,-0.149,-0.132,-0.119,-0.11,40
1,m,23,4,11,1_4,62,L,0.93,-0.194,-0.181,-0.156,-0.151,40
1,m,23,4,12,1_4,62,L,0.93,-0.196,-0.184,-0.157,-0.153,40
1,m,23,4,13,1_4,62,L,0.93,-0.222,-0.212,-0.175,-0.173,40
1,m,23,4,14,1_4,62,L,0.93,-0.246,-0.238,-0.191,-0.19,40
1,m,23,4,15,1_4,62,L,0.88,-0.243,-0.235,-0.188,-0.188,40
1,m,23,4,16,1_4,62,L,0.93,-0.244,-0.237,-0.189,-0.189,40
1,m,23,4,17,1_4,62,L,0.93,-0.243,-0.236,-0.188,-0.188,40
1,m,23,4,18,1_4,62,L,0.88,-0.248,-0.241,-0.192,-0.193,40
1,m,23,4,19,1_4,62,L,0.88,-0.252,-0.245,-0.196,-0.197,40
1,m,23,4,20,1_4,62,L,0.88,-0.257,-0.251,-0.2,-0.202,40
1,m,23,4,21,1_4,62,L,0.93,-0.262,-0.257,-0.204,-0.207,40
1,m,23,4,22,1_4,62,L,0.93,-0.255,-0.252,-0.199,-0.203,40
1,m,23,4,23,1_4,62,L,0.93,-0.269,-0.268,-0.209,-0.216,40
1,m,23,4,24,1_4,62,L,0.93,-0.267,-0.266,-0.208,-0.215,40
1,m,23,4,25,1_4,62,L,0.93,-0.275,-0.277,-0.214,-0.224,40
1,m,23,4,26,1_4,62,L,0.93,-0.286,-0.292,-0.22,-0.234,40
1,m,23,4,27,1_4,62,L,0.93,-0.303,-0.314,-0.23,-0.248,40
1,m,23,4,28,1_4,62,L,0.93,-0.315,-0.331,-0.235,-0.259,40
1,m,23,4,29,1_4,62,L,0.93,-0.306,-0.323,-0.232,-0.257,40
1,m,23,4,30,1_4,62,L,0.93,-0.317,-0.339,-0.234,-0.264,40
1,m,23,4,31,1_4,62,L,0.88,-0.309,-0.337,-0.222,-0.258,40
1,m,23,4,32,1_4,62,L,0.82,-0.309,-0.342,-0.21,-0.251,40
1,m,23,4,33,1_4,62,L,0.82,-0.316,-0.354,-0.205,-0.251,40
1,m,23,4,34,1_4,62,L,0.82,-0.216,-0.273,-0.139,-0.204,40
1,m,23,4,35,1_4,62,L,0.82,-0.217,-0.279,-0.138,-0.208,40
1,m,23,4,36,1_4,62,L,0.88,-0.256,-0.321,-0.17,-0.243,40
1,m,23,4,37,1_4,62,L,0.88,-0.294,-0.363,-0.198,-0.275,40
1,m,23,4,38,1_4,62,L,0.88,-0.306,-0.38,-0.203,-0.285,40
1,m,23,4,39,1_4,62,L,0.88,-0.314,-0.391,-0.208,-0.293,40
1,m,23,4,40,1_4,62,L,0.93,-0.318,-0.397,-0.213,-0.3,40
1,m,23,4,41,1_4,62,L,0.93,-0.333,-0.413,-0.224,-0.312,40
1,m,23,4,42,1_4,62,L,0.88,-0.326,-0.406,-0.219,-0.307,40
1,m,23,4,43,1_4,62,L,0.93,-0.32,-0.4,-0.217,-0.305,40
1,m,23,4,44,1_4,62,L,0.88,-0.314,-0.393,-0.213,-0.3,40
1,m,23,4,45,1_4,62,L,0.88,-0.308,-0.385,-0.21,-0.295,40
1,m,23,4,46,1_4,62,L,0.93,-0.302,-0.377,-0.206,-0.29,40
1,m,23,4,47,1_4,62,L,0.93,-0.297,-0.37,-0.202,-0.283,40
1,m,23,4,48,1_4,62,L,0.93,-0.298,-0.37,-0.204,-0.285,40
1,m,23,4,49,1_4,62,L,0.88,-0.288,-0.358,-0.194,-0.272,40
1,m,23,4,50,1_4,62,L,0.88,-0.259,-0.326,-0.171,-0.246,40
1,m,23,4,51,1_4,62,L,0.88,-0.188,-0.253,-0.115,-0.188,40
1,m,23,4,52,1_4,62,L,0.88,-0.108,-0.17,-0.057,-0.126,40
1,m,23,4,53,1_4,62,L,0.88,-0.112,-0.173,-0.059,-0.127,40
1,m,23,4,54,1_4,62,L,0.88,-0.021,-0.077,0.003,-0.061,40
1,m,23,4,55,1_4,62,L,IP,-0.036,-0.083,-0.011,-0.065,40
1,m,23,4,56,1_4,62,L,IP,-0.051,-0.087,-0.025,-0.069,40
1,m,23,4,57,1_4,62,L,IP,-0.066,-0.092,-0.039,-0.073,40
1,m,23,4,58,1_4,62,L,0.98,-0.081,-0.096,-0.053,-0.076,40
1,m,23,4,59,1_4,62,L,0.98,-0.054,-0.063,-0.036,-0.053,40
1,m,23,4,60,1_4,62,L,0.98,-0.059,-0.066,-0.036,-0.052,40
1,m,23,5,1,1_5,71,L,0.93,-0.278,-0.328,-0.193,-0.251,15
1,m,23,5,2,1_5,71,L,0.93,-0.336,-0.391,-0.234,-0.296,15
1,m,23,5,3,1_5,71,L,0.93,-0.365,-0.425,-0.25,-0.317,15
1,m,23,5,4,1_5,71,L,0.98,-0.322,-0.384,-0.22,-0.29,15
1,m,23,5,5,1_5,71,L,0.98,-0.335,-0.401,-0.226,-0.3,15
1,m,23,5,6,1_5,71,L,0.88,-0.326,-0.397,-0.215,-0.294,15
1,m,23,5,7,1_5,71,L,0.88,-0.311,-0.387,-0.199,-0.283,15
1,m,23,5,8,1_5,71,L,0.88,-0.294,-0.374,-0.182,-0.27,15
1,m,23,5,9,1_5,71,L,0.88,-0.303,-0.386,-0.189,-0.28,15
1,m,23,5,10,1_5,71,L,0.88,-0.295,-0.382,-0.178,-0.273,15
1,m,23,5,11,1_5,71,L,0.88,-0.269,-0.36,-0.159,-0.258,15
1,m,23,5,12,1_5,71,L,0.88,-0.246,-0.34,-0.143,-0.245,15
1,m,23,5,13,1_5,71,L,0.88,-0.239,-0.335,-0.137,-0.241,15
1,m,23,5,14,1_5,71,L,0.88,-0.24,-0.338,-0.137,-0.242,15
1,m,23,5,15,1_5,71,L,0.88,-0.244,-0.343,-0.143,-0.25,15
1,m,23,5,16,1_5,71,L,0.88,-0.247,-0.348,-0.147,-0.255,15
1,m,23,5,17,1_5,71,L,0.88,-0.247,-0.348,-0.148,-0.257,15
1,m,23,5,18,1_5,71,L,0.88,-0.255,-0.356,-0.152,-0.261,15
1,m,23,5,19,1_5,71,L,0.88,-0.249,-0.35,-0.147,-0.255,15
1,m,23,5,20,1_5,71,L,0.88,-0.221,-0.322,-0.12,-0.228,15
1,m,23,5,21,1_5,71,L,0.82,-0.209,-0.31,-0.11,-0.218,15
1,m,23,5,22,1_5,71,L,0.82,-0.216,-0.316,-0.114,-0.221,15
1,m,23,5,23,1_5,71,L,0.82,-0.207,-0.305,-0.11,-0.215,15
1,m,23,5,24,1_5,71,L,0.82,-0.216,-0.312,-0.116,-0.219,15
1,m,23,5,25,1_5,71,L,0.82,-0.217,-0.311,-0.119,-0.22,15
1,m,23,5,26,1_5,71,L,0.82,-0.217,-0.31,-0.12,-0.22,15
1,m,23,5,27,1_5,71,L,0.82,-0.229,-0.321,-0.128,-0.227,15
1,m,23,5,28,1_5,71,L,0.88,-0.229,-0.32,-0.129,-0.227,15
1,m,23,5,29,1_5,71,L,0.82,-0.225,-0.315,-0.127,-0.224,15
1,m,23,5,30,1_5,71,L,0.82,-0.226,-0.314,-0.13,-0.225,15
1,m,23,5,31,1_5,71,L,0.82,-0.227,-0.313,-0.131,-0.224,15
1,m,23,5,32,1_5,71,L,0.88,-0.229,-0.313,-0.133,-0.224,15
1,m,23,5,33,1_5,71,L,0.88,-0.228,-0.311,-0.133,-0.223,15
1,m,23,5,34,1_5,71,L,0.88,-0.234,-0.315,-0.138,-0.226,15
1,m,23,5,35,1_5,71,L,0.88,-0.224,-0.302,-0.133,-0.218,15
1,m,23,5,36,1_5,71,L,0.88,-0.219,-0.294,-0.13,-0.212,15
1,m,23,5,37,1_5,71,L,0.88,-0.209,-0.28,-0.124,-0.202,15
1,m,23,5,38,1_5,71,L,0.88,-0.146,-0.213,-0.082,-0.156,15
1,m,23,5,39,1_5,71,L,0.88,-0.027,-0.09,-0.001,-0.071,15
1,m,23,5,40,1_5,71,L,0.88,0.01,-0.05,0.024,-0.043,15
1,m,23,5,41,1_5,71,L,0.82,0.133,0.078,0.107,0.045,15
1,m,23,5,42,1_5,71,L,0.88,-0.086,-0.117,-0.052,-0.091,15
1,m,23,5,43,1_5,71,L,0.98,0.001,-0.024,0.006,-0.027,15
1,m,23,5,44,1_5,71,L,0.93,0.067,0.048,0.051,0.024,15
1,m,23,5,45,1_5,71,L,0.98,0.048,0.033,0.045,0.022,15
1,m,23,5,46,1_5,71,L,0.93,0.102,0.094,0.079,0.063,15
1,m,23,5,47,1_5,71,L,0.93,0.165,0.162,0.124,0.114,15
1,m,23,5,48,1_5,71,L,0.77,0.232,0.234,0.171,0.166,15
1,m,23,5,49,1_5,71,L,0.77,0.3,0.307,0.224,0.223,15
1,m,23,5,50,1_5,71,L,0.77,0.345,0.355,0.258,0.261,15
1,m,23,5,51,1_5,71,L,0.77,0.385,0.399,0.285,0.292,15
1,m,23,5,52,1_5,71,L,0.77,0.359,0.374,0.269,0.277,15
1,m,23,5,53,1_5,71,L,0.77,0.379,0.397,0.282,0.293,15
1,m,23,5,54,1_5,71,L,0.77,0.409,0.431,0.302,0.317,15
1,m,23,5,55,1_5,71,L,0.77,0.435,0.461,0.319,0.337,15
1,m,23,5,56,1_5,71,L,0.77,0.451,0.48,0.33,0.352,15
1,m,23,5,57,1_5,71,L,0.77,0.437,0.467,0.32,0.343,15
1,m,23,5,58,1_5,71,L,0.77,0.445,0.478,0.325,0.35,15
1,m,23,5,59,1_5,71,L,0.77,0.446,0.481,0.325,0.353,15
1,m,23,5,60,1_5,71,L,0.77,0.441,0.478,0.322,0.351,15
1,m,23,6,1,1_6,41,L,0.88,-0.079,-0.095,-0.051,-0.075,32
1,m,23,6,2,1_6,41,L,0.93,-0.089,-0.106,-0.059,-0.084,32
1,m,23,6,3,1_6,41,L,0.88,-0.101,-0.122,-0.065,-0.093,32
1,m,23,6,4,1_6,41,L,0.88,-0.105,-0.13,-0.069,-0.101,32
1,m,23,6,5,1_6,41,L,0.88,-0.105,-0.132,-0.069,-0.104,32
1,m,23,6,6,1_6,41,L,0.88,-0.099,-0.128,-0.065,-0.102,32
1,m,23,6,7,1_6,41,L,0.88,-0.098,-0.127,-0.063,-0.1,32
1,m,23,6,8,1_6,41,L,0.88,-0.103,-0.134,-0.066,-0.104,32
1,m,23,6,9,1_6,41,L,0.88,-0.102,-0.135,-0.064,-0.104,32
1,m,23,6,10,1_6,41,L,0.88,-0.096,-0.13,-0.06,-0.102,32
1,m,23,6,11,1_6,41,L,0.88,-0.097,-0.133,-0.059,-0.102,32
1,m,23,6,12,1_6,41,L,0.88,-0.096,-0.133,-0.057,-0.102,32
1,m,23,6,13,1_6,41,L,0.88,-0.104,-0.143,-0.062,-0.108,32
1,m,23,6,14,1_6,41,L,0.88,-0.101,-0.14,-0.059,-0.106,32
1,m,23,6,15,1_6,41,L,0.88,-0.1,-0.14,-0.058,-0.106,32
1,m,23,6,16,1_6,41,L,0.88,-0.098,-0.14,-0.056,-0.105,32
1,m,23,6,17,1_6,41,L,0.88,-0.087,-0.13,-0.048,-0.098,32
1,m,23,6,18,1_6,41,L,0.88,-0.085,-0.129,-0.045,-0.097,32
1,m,23,6,19,1_6,41,L,0.88,-0.085,-0.129,-0.045,-0.097,32
1,m,23,6,20,1_6,41,L,0.88,-0.091,-0.136,-0.05,-0.103,32
1,m,23,6,21,1_6,41,L,0.88,-0.096,-0.142,-0.052,-0.106,32
1,m,23,6,22,1_6,41,L,0.88,-0.107,-0.155,-0.059,-0.114,32
1,m,23,6,23,1_6,41,L,0.88,-0.115,-0.164,-0.064,-0.121,32
1,m,23,6,24,1_6,41,L,0.88,-0.119,-0.17,-0.064,-0.123,32
1,m,23,6,25,1_6,41,L,0.88,-0.123,-0.176,-0.067,-0.127,32
1,m,23,6,26,1_6,41,L,0.88,-0.11,-0.164,-0.06,-0.121,32
1,m,23,6,27,1_6,41,L,0.88,-0.124,-0.179,-0.068,-0.131,32
