id,sex,ageM,trialOrd,frm,idtrialOrd,trialNum,pointLR,conf,faceAngRaw,faceAngMod,gazeAngRaw,gazeAngMod,pointLRConf
2,f,20,7,43,2_7,82,L,0.88,-0.131,-0.179128372,-0.136,-0.167294105,4.5
2,f,20,7,44,2_7,82,L,0.88,-0.128,-0.176403183,-0.134,-0.165531328,4.5
2,f,20,7,45,2_7,82,L,0.88,-0.128,-0.176892308,-0.135,-0.167053461,4.5
2,f,20,7,46,2_7,82,L,0.88,-0.124,-0.173705894,-0.13,-0.162817492,4.5
2,f,20,7,47,2_7,82,L,0.88,-0.12,-0.170504113,-0.126,-0.159544522,4.5
2,f,20,7,48,2_7,82,L,0.88,-0.122,-0.173182207,-0.127,-0.161220744,4.5
2,f,20,7,49,2_7,82,L,0.88,-0.12,-0.171602268,-0.125,-0.159668436,4.5
2,f,20,7,50,2_7,82,L,0.88,-0.123,-0.175293088,-0.124,-0.159380128,4.5
2,f,20,7,51,2_7,82,L,0.88,-0.121,-0.173578596,-0.123,-0.158627732,4.5
2,f,20,7,52,2_7,82,L,0.88,-0.119,-0.172459784,-0.121,-0.157496014,4.5
2,f,20,7,53,2_7,82,L,0.88,-0.129,-0.183227285,-0.128,-0.165390584,4.5
2,f,20,7,54,2_7,82,L,0.88,-0.138,-0.192972783,-0.133,-0.171214104,4.5
2,f,20,7,55,2_7,82,L,0.88,-0.145,-0.2007654,-0.136,-0.175141821,4.5
2,f,20,7,56,2_7,82,L,0.88,-0.145,-0.20060559,-0.135,-0.174029533,4.5
2,f,20,7,57,2_7,82,L,0.88,-0.16,-0.216493313,-0.147,-0.187041591,4.5
2,f,20,7,58,2_7,82,L,0.88,-0.17,-0.227814018,-0.154,-0.195496091,4.5
2,f,20,7,59,2_7,82,L,0.88,-0.178,-0.237333403,-0.163,-0.206174756,4.5
2,f,20,7,60,2_7,82,L,0.88,-0.194,-0.254610701,-0.178,-0.222601626,4.5
2,f,20,8,1,2_8,32,R,0.88,0.185,0.147508559,0.102,0.081431288,5
2,f,20,8,2,2_8,32,R,0.88,0.168,0.132058206,0.097,0.077690141,5
2,f,20,8,3,2_8,32,R,0.88,0.153,0.117726543,0.093,0.074238236,5
2,f,20,8,4,2_8,32,R,0.93,0.147,0.112079261,0.093,0.0745402,5
2,f,20,8,5,2_8,32,R,0.88,0.154,0.119035459,0.099,0.080555518,5
2,f,20,8,6,2_8,32,R,0.93,0.151,0.116715377,0.098,0.08018357,5
2,f,20,8,7,2_8,32,R,0.88,0.166,0.132196456,0.11,0.092708077,5
2,f,20,8,8,2_8,32,R,0.88,0.171,0.138567197,0.114,0.098004805,5
2,f,20,8,9,2_8,32,R,0.88,0.166,0.133781788,0.112,0.096192896,5
2,f,20,8,10,2_8,32,R,0.88,0.179,0.147933625,0.121,0.106336305,5
2,f,20,8,11,2_8,32,R,0.88,0.189,0.158949135,0.128,0.114328657,5
2,f,20,8,12,2_8,32,R,0.88,0.194,0.164622161,0.131,0.117987584,5
2,f,20,8,13,2_8,32,R,0.88,0.205,0.176277333,0.138,0.125684342,5
2,f,20,8,14,2_8,32,R,0.88,0.206,0.177965433,0.14,0.128396881,5
2,f,20,8,15,2_8,32,R,0.88,0.208,0.18032162,0.141,0.129782706,5
2,f,20,8,16,2_8,32,R,0.88,0.205,0.177177184,0.14,0.128627471,5
2,f,20,8,17,2_8,32,R,0.88,0.213,0.185912503,0.146,0.135360581,5
2,f,20,8,18,2_8,32,R,0.88,0.221,0.195000029,0.152,0.142326674,5
2,f,20,8,19,2_8,32,R,0.88,0.234,0.210237469,0.161,0.153413951,5
2,f,20,8,20,2_8,32,R,0.88,0.263,0.241438725,0.182,0.176582698,5
2,f,20,8,21,2_8,32,R,0.88,0.262,0.240721953,0.182,0.176832639,5
2,f,20,8,22,2_8,32,R,0.88,0.284,0.264713458,0.199,0.195889301,5
2,f,20,8,23,2_8,32,R,0.88,0.315,0.297870491,0.223,0.222122361,5
2,f,20,8,24,2_8,32,R,0.88,0.334,0.318956963,0.238,0.239209372,5
2,f,20,8,25,2_8,32,R,0.88,0.347,0.333596027,0.25,0.252905055,5
2,f,20,8,26,2_8,32,R,0.88,0.355,0.343045652,0.258,0.262354895,5
2,f,20,8,27,2_8,32,R,0.88,0.363,0.352042985,0.265,0.270306486,5
2,f,20,8,28,2_8,32,R,0.88,0.364,0.353043865,0.266,0.271306059,5
2,f,20,8,29,2_8,32,R,0.88,0.356,0.345254578,0.261,0.266562633,5
2,f,20,8,30,2_8,32,R,0.93,0.352,0.341562417,0.257,0.262892856,5
2,f,20,8,31,2_8,32,R,0.88,0.355,0.344977757,0.259,0.265288492,5
2,f,20,8,32,2_8,32,R,0.93,0.359,0.349630432,0.262,0.26892676,5
2,f,20,8,33,2_8,32,R,0.93,0.359,0.349809874,0.261,0.268073486,5
2,f,20,8,34,2_8,32,R,0.93,0.361,0.352271432,0.262,0.269573027,5
2,f,20,8,35,2_8,32,R,0.93,0.362,0.353761083,0.262,0.27004957,5
2,f,20,8,36,2_8,32,R,0.93,0.364,0.356246835,0.263,0.271528771,5
2,f,20,8,37,2_8,32,R,0.93,0.358,0.350558291,0.258,0.266862508,5
2,f,20,8,38,2_8,32,R,0.93,0.35,0.342952366,0.251,0.260276287,5
2,f,20,8,39,2_8,32,R,0.88,0.347,0.340277537,0.249,0.258594868,5
2,f,20,8,40,2_8,32,R,0.93,0.346,0.339366673,0.249,0.258662988,5
2,f,20,8,41,2_8,32,R,0.88,0.333,0.326284572,0.24,0.249584827,5
2,f,20,8,42,2_8,32,R,0.88,0.323,0.316284572,0.232,0.241584827,5
2,f,20,8,43,2_8,32,R,0.93,0.317,0.31028295,0.228,0.237587142,5
2,f,20,8,44,2_8,32,R,0.93,0.314,0.307032982,0.227,0.236356899,5
2,f,20,8,45,2_8,32,R,0.93,0.314,0.306944973,0.227,0.236286019,5
2,f,20,8,46,2_8,32,R,0.93,0.304,0.296360348,0.218,0.226743718,5
2,f,20,8,47,2_8,32,R,0.93,0.296,0.288034139,0.212,0.220422817,5
2,f,20,8,48,2_8,32,R,0.88,0.29,0.281676722,0.206,0.214131992,5
2,f,20,8,49,2_8,32,R,0.93,0.287,0.278516267,0.204,0.211967524,5
2,f,20,8,50,2_8,32,R,0.88,0.282,0.273322056,0.201,0.208833679,5
2,f,20,8,51,2_8,32,R,0.88,0.28,0.271388147,0.199,0.206929445,5
2,f,20,8,52,2_8,32,R,0.88,0.28,0.271390257,0.199,0.206927502,5
2,f,20,8,53,2_8,32,R,0.88,0.272,0.263316392,0.194,0.201838792,5
2,f,20,8,54,2_8,32,R,0.88,0.257,0.248097038,0.183,0.190572383,5
2,f,20,8,55,2_8,32,R,0.93,0.239,0.229564367,0.17,0.176975601,5
2,f,20,8,56,2_8,32,R,0.93,0.22,0.20950316,0.156,0.161926313,5
2,f,20,8,57,2_8,32,R,0.93,0.222,0.211411754,0.157,0.162850901,5
2,f,20,8,58,2_8,32,R,0.88,0.209,0.197573064,0.147,0.152050931,5
2,f,20,8,59,2_8,32,R,0.88,0.197,0.184824893,0.137,0.141324155,5
2,f,20,8,60,2_8,32,R,0.93,0.191,0.178328824,0.132,0.135837434,5
2,f,20,9,1,2_9,52,R,0.88,0.232,0.227925064,0.146,0.159324498,3
2,f,20,9,2,2_9,52,R,0.93,0.212,0.208002694,0.14,0.153070685,3
2,f,20,9,3,2_9,52,R,0.93,0.197,0.19211172,0.133,0.14505417,3
2,f,20,9,4,2_9,52,R,0.93,0.183,0.177211663,0.125,0.136094881,3
2,f,20,9,5,2_9,52,R,0.93,0.177,0.17040263,0.121,0.131222801,3
2,f,20,9,6,2_9,52,R,0.93,0.173,0.166500274,0.119,0.129282801,3
2,f,20,9,7,2_9,52,R,0.93,0.17,0.163016304,0.116,0.125766927,3
2,f,20,9,8,2_9,52,R,0.93,0.159,0.151297292,0.109,0.117992697,3
2,f,20,9,9,2_9,52,R,0.93,0.156,0.147671352,0.106,0.114299585,3
2,f,20,9,10,2_9,52,R,0.93,0.146,0.13721329,0.1,0.107776233,3
2,f,20,9,11,2_9,52,R,0.93,0.145,0.136122056,0.1,0.107702629,3
2,f,20,9,12,2_9,52,R,0.93,0.141,0.131717977,0.096,0.103289041,3
2,f,20,9,13,2_9,52,R,0.93,0.137,0.127118466,0.093,0.099734378,3
2,f,20,9,14,2_9,52,R,0.93,0.133,0.123233377,0.091,0.097793579,3
2,f,20,9,15,2_9,52,R,0.93,0.143,0.13229744,0.094,0.100042464,3
2,f,20,9,16,2_9,52,R,0.93,0.134,0.123555874,0.089,0.095284316,3
2,f,20,9,17,2_9,52,R,0.93,0.144,0.133176263,0.093,0.098981036,3
2,f,20,9,18,2_9,52,R,0.93,0.137,0.126428727,0.091,0.097227943,3
2,f,20,9,19,2_9,52,R,0.93,0.135,0.124507333,0.09,0.096313525,3
2,f,20,9,20,2_9,52,R,0.88,0.145,0.134144733,0.093,0.09899846,3
2,f,20,9,21,2_9,52,R,0.88,0.136,0.125306737,0.088,0.094167493,3
2,f,20,9,22,2_9,52,R,0.93,0.127,0.116769047,0.081,0.087554359,3
2,f,20,9,23,2_9,52,R,0.93,0.135,0.124425218,0.083,0.08923001,3
2,f,20,9,24,2_9,52,R,0.93,0.11,0.098817948,0.066,0.071538041,3
2,f,20,9,25,2_9,52,R,0.93,0.111,0.098762499,0.063,0.067571308,3
2,f,20,9,26,2_9,52,R,0.93,0.113,0.100056582,0.062,0.06591989,3
2,f,20,9,27,2_9,52,R,0.88,0.105,0.091454515,0.057,0.060341636,3
2,f,20,9,28,2_9,52,R,0.88,0.107,0.093064021,0.057,0.060020371,3
2,f,20,9,29,2_9,52,R,0.88,0.106,0.09169557,0.056,0.058691706,3
2,f,20,9,30,2_9,52,R,0.88,0.109,0.094595929,0.057,0.059610613,3
2,f,20,9,31,2_9,52,R,0.88,0.103,0.088756539,0.054,0.056680231,3
2,f,20,9,32,2_9,52,R,0.88,0.099,0.084737338,0.051,0.053584981,3
2,f,20,9,33,2_9,52,R,0.88,0.092,0.077591334,0.046,0.048415148,3
2,f,20,9,34,2_9,52,R,0.88,0.091,0.076339678,0.044,0.046166237,3
2,f,20,9,35,2_9,52,R,0.88,0.091,0.076343331,0.044,0.046165697,3
2,f,20,9,36,2_9,52,R,0.88,0.087,0.072110214,0.041,0.042914378,3
2,f,20,9,37,2_9,52,R,0.88,0.083,0.06787133,0.038,0.03966429,3
2,f,20,9,38,2_9,52,R,0.88,0.088,0.073039652,0.041,0.042829865,3
2,f,20,9,39,2_9,52,R,0.88,0.09,0.074936762,0.042,0.04374926,3
2,f,20,9,40,2_9,52,R,0.88,0.093,0.07792174,0.044,0.045751005,3
2,f,20,9,41,2_9,52,R,0.93,0.098,0.082929255,0.047,0.048750132,3
2,f,20,9,42,2_9,52,R,0.88,0.099,0.083842419,0.047,0.048667471,3
2,f,20,9,43,2_9,52,R,0.88,0.108,0.093082981,0.054,0.05591788,3
2,f,20,9,44,2_9,52,R,0.88,0.115,0.100175968,0.06,0.061999695,3
2,f,20,9,45,2_9,52,R,0.88,0.122,0.107345766,0.065,0.067165337,3
2,f,20,9,46,2_9,52,R,0.88,0.124,0.109228737,0.066,0.067992576,3
2,f,20,9,47,2_9,52,R,0.88,0.124,0.109232404,0.067,0.068992081,3
2,f,20,9,48,2_9,52,R,0.88,0.128,0.112937531,0.07,0.071657006,3
2,f,20,9,49,2_9,52,R,0.88,0.128,0.112456306,0.071,0.072160495,3
2,f,20,9,50,2_9,52,R,0.88,0.132,0.115813817,0.074,0.074499948,3
2,f,20,9,51,2_9,52,R,0.88,0.131,0.113880724,0.074,0.073592766,3
2,f,20,9,52,2_9,52,R,0.88,0.127,0.108929297,0.072,0.070605253,3
2,f,20,9,53,2_9,52,R,0.88,0.126,0.106914533,0.072,0.069613529,3
2,f,20,9,54,2_9,52,R,0.88,0.127,0.107811513,0.072,0.069528398,3
2,f,20,9,55,2_9,52,R,0.88,0.123,0.102667739,0.07,0.06637453,3
2,f,20,9,56,2_9,52,R,0.88,0.12,0.098586589,0.069,0.064299825,3
2,f,20,9,57,2_9,52,R,0.88,0.123,0.100999083,0.072,0.066657038,3
2,f,20,9,58,2_9,52,R,0.88,0.122,0.098987564,0.072,0.065662883,3
2,f,20,9,59,2_9,52,R,0.88,0.123,0.099801895,0.072,0.065492248,3
2,f,20,9,60,2_9,52,R,0.88,0.117,0.09280383,0.068,0.060387004,3
2,f,20,10,1,2_10,12,R,0.63,-0.093,0.005239357,-0.301,-0.184265879,5
2,f,20,10,2,2_10,12,R,IP,-0.093,0.005238152,-0.301,-0.184310467,5
2,f,20,10,3,2_10,12,R,0.63,-0.093,0.005236953,-0.301,-0.184354846,5
2,f,20,10,4,2_10,12,R,0.28,-0.096,0.002393322,-0.181,-0.064221034,5
2,f,20,10,5,2_10,12,R,IP,-0.104,-0.005284918,-0.230333333,-0.113298264,5
2,f,20,10,6,2_10,12,R,IP,-0.112,-0.012965429,-0.279666667,-0.162377301,5
2,f,20,10,7,2_10,12,R,0.63,-0.12,-0.020648187,-0.329,-0.211458124,5
2,f,20,10,8,2_10,12,R,IP,-0.1215,-0.021403986,-0.3305,-0.212334893,5
2,f,20,10,9,2_10,12,R,0.63,-0.123,-0.022169509,-0.332,-0.213219804,5
2,f,20,10,10,2_10,12,R,0.28,-0.118,-0.016548384,-0.182,-0.062695457,5
2,f,20,10,11,2_10,12,R,0.63,-0.114,-0.012142826,-0.325,-0.205297861,5
2,f,20,10,12,2_10,12,R,IP,-0.115,-0.012803275,-0.327,-0.206868635,5
2,f,20,10,13,2_10,12,R,0.63,-0.116,-0.013460259,-0.329,-0.208435043,5
2,f,20,10,14,2_10,12,R,IP,-0.111,-0.008844092,-0.280666667,-0.160356075,5
2,f,20,10,15,2_10,12,R,IP,-0.106,-0.004233455,-0.232333333,-0.112280767,5
2,f,20,10,16,2_10,12,R,0.28,-0.101,0.000371534,-0.184,-0.064209199,5
2,f,20,10,17,2_10,12,R,0.22,-0.088,0.013732306,-0.292,-0.17188369,5
2,f,20,10,18,2_10,12,R,IP,-0.0945,0.00704421,-0.301,-0.180997366,5
2,f,20,10,19,2_10,12,R,0.22,-0.101,0.00035459,-0.31,-0.190111962,5
2,f,20,10,20,2_10,12,R,IP,-0.098,0.00290874,-0.3065,-0.187002701,5
2,f,20,10,21,2_10,12,R,0.22,-0.095,0.005460273,-0.303,-0.183895735,5
2,f,20,10,22,2_10,12,R,IP,-0.096,0.004593142,-0.304,-0.184781598,5
2,f,20,10,23,2_10,12,R,0.22,-0.097,0.003725748,-0.305,-0.185667687,5
2,f,20,10,24,2_10,12,R,0.38,-0.102,-0.000573994,-0.184,-0.064061381,5
2,f,20,10,25,2_10,12,R,0.22,-0.098,0.003741832,-0.307,-0.186789498,5
2,f,20,10,26,2_10,12,R,0.43,-0.099,0.003011675,-0.184,-0.063554739,5
2,f,20,10,27,2_10,12,R,0.22,-0.101,0.00108198,-0.31,-0.189505046,5
2,f,20,10,28,2_10,12,R,0.43,-0.104,-0.001124605,-0.184,-0.062865881,5
2,f,20,10,29,2_10,12,R,0.22,-0.101,0.002706031,-0.311,-0.189162574,5
2,f,20,10,30,2_10,12,R,IP,-0.0955,0.008281713,-0.3045,-0.182550207,5
2,f,20,10,31,2_10,12,R,0.22,-0.09,0.013857703,-0.298,-0.175937382,5
2,f,20,10,32,2_10,12,R,0.22,-0.091,0.012961838,-0.185,-0.062735547,5
2,f,20,10,33,2_10,12,R,0.22,-0.089,0.015393061,-0.299,-0.176389337,5
2,f,20,10,34,2_10,12,R,IP,-0.0845,0.020398284,-0.2935,-0.170447302,5
2,f,20,10,35,2_10,12,R,0.22,-0.08,0.02540007,-0.288,-0.164508276,5
2,f,20,10,36,2_10,12,R,IP,-0.0847,0.020715603,-0.2933,-0.169856323,5
2,f,20,10,37,2_10,12,R,IP,-0.0894,0.016031027,-0.2986,-0.175204034,5
2,f,20,10,38,2_10,12,R,IP,-0.0941,0.011346343,-0.3039,-0.180551413,5
2,f,20,10,39,2_10,12,R,IP,-0.0988,0.006661552,-0.3092,-0.185898462,5
2,f,20,10,40,2_10,12,R,IP,-0.1035,0.001976656,-0.3145,-0.191245185,5
2,f,20,10,41,2_10,12,R,IP,-0.1082,-0.002708345,-0.3198,-0.196591586,5
2,f,20,10,42,2_10,12,R,IP,-0.1129,-0.007393449,-0.3251,-0.201937667,5
2,f,20,10,43,2_10,12,R,IP,-0.1176,-0.012078656,-0.3304,-0.207283433,5
2,f,20,10,44,2_10,12,R,IP,-0.1223,-0.016763964,-0.3357,-0.212628885,5
2,f,20,10,45,2_10,12,R,0.63,-0.127,-0.021449372,-0.341,-0.217974029,5
2,f,20,10,46,2_10,12,R,IP,-0.127,-0.02167949,-0.34,-0.217391054,5
2,f,20,10,47,2_10,12,R,0.63,-0.127,-0.021904715,-0.339,-0.216799234,5
2,f,20,10,48,2_10,12,R,IP,-0.127,-0.022497218,-0.3395,-0.217889434,5
2,f,20,10,49,2_10,12,R,0.63,-0.127,-0.023089795,-0.34,-0.218979719,5
2,f,20,10,50,2_10,12,R,IP,-0.1245,-0.020670044,-0.337,-0.216058928,5
2,f,20,10,51,2_10,12,R,0.63,-0.122,-0.018250301,-0.334,-0.213138145,5
2,f,20,10,52,2_10,12,R,IP,-0.121,-0.017118886,-0.334,-0.213006505,5
2,f,20,10,53,2_10,12,R,0.63,-0.12,-0.015987462,-0.334,-0.212874858,5
2,f,20,10,54,2_10,12,R,IP,-0.1245,-0.02034792,-0.3385,-0.217268682,5
2,f,20,10,55,2_10,12,R,0.63,-0.129,-0.024708916,-0.343,-0.221662916,5
2,f,20,10,56,2_10,12,R,0.28,-0.123,-0.019003705,-0.182,-0.060921682,5
2,f,20,10,57,2_10,12,R,IP,-0.117666667,-0.013421475,-0.228333333,-0.106961318,5
2,f,20,10,58,2_10,12,R,IP,-0.112333333,-0.007837918,-0.274666667,-0.152999395,5
2,f,20,10,59,2_10,12,R,0.63,-0.107,-0.002253023,-0.321,-0.1990359,5
2,f,20,10,60,2_10,12,R,IP,-0.0695,0.037539327,-0.2793,-0.155253758,5
2,f,20,11,1,2_11,72,R,0.88,0.182,0.151762157,0.108,0.094652968,4
2,f,20,11,2,2_11,72,R,0.88,0.162,0.133241394,0.102,0.089951901,4
2,f,20,11,3,2_11,72,R,0.88,0.118,0.087256313,0.076,0.061703239,4
2,f,20,11,4,2_11,72,R,0.93,0.111,0.07762075,0.074,0.057004338,4
2,f,20,11,5,2_11,72,R,0.88,0.081,0.044284831,0.052,0.03185744,4
2,f,20,11,6,2_11,72,R,0.88,0.056,0.016095963,0.033,0.009906488,4
2,f,20,11,7,2_11,72,R,0.93,0.064,0.023645263,0.038,0.014574956,4
2,f,20,11,8,2_11,72,R,0.93,0.042,-0.00043216,0.022,-0.003374803,4
2,f,20,11,9,2_11,72,R,0.93,0.03,-0.013692617,0.012,-0.014538313,4
2,f,20,11,10,2_11,72,R,0.93,0.026,-0.01805227,0.008,-0.018823828,4
2,f,20,11,11,2_11,72,R,0.93,0.017,-0.02727831,0.001,-0.025961579,4
2,f,20,11,12,2_11,72,R,0.93,0.015,-0.029088527,0,-0.026677581,4
2,f,20,11,13,2_11,72,R,0.93,0.009,-0.034813338,-0.005,-0.031340341,4
2,f,20,11,14,2_11,72,R,0.93,0.01,-0.033892876,-0.004,-0.030388198,4
2,f,20,11,15,2_11,72,R,0.93,0.008,-0.035656754,-0.006,-0.032107711,4
2,f,20,11,16,2_11,72,R,0.93,0.004,-0.039483597,-0.009,-0.034899228,4
2,f,20,11,17,2_11,72,R,0.93,0,-0.043434498,-0.012,-0.03779944,4
2,f,20,11,18,2_11,72,R,0.93,-0.001,-0.044267596,-0.014,-0.039593784,4
2,f,20,11,19,2_11,72,R,0.93,0,-0.043328103,-0.014,-0.039629605,4
2,f,20,11,20,2_11,72,R,0.93,-0.004,-0.047407689,-0.017,-0.042640838,4
2,f,20,11,21,2_11,72,R,0.93,-0.006,-0.04967548,-0.019,-0.044835256,4
2,f,20,11,22,2_11,72,R,0.93,-0.01,-0.053840775,-0.022,-0.047969208,4
2,f,20,11,23,2_11,72,R,0.93,-0.016,-0.060106707,-0.026,-0.052199055,4
2,f,20,11,24,2_11,72,R,0.93,-0.016,-0.060407183,-0.026,-0.05248562,4
2,f,20,11,25,2_11,72,R,0.93,-0.018,-0.062475947,-0.028,-0.054562414,4
2,f,20,11,26,2_11,72,R,0.93,-0.017,-0.06146808,-0.028,-0.054557711,4
2,f,20,11,27,2_11,72,R,0.93,-0.023,-0.067606997,-0.033,-0.059747451,4
2,f,20,11,28,2_11,72,R,0.93,-0.026,-0.070372182,-0.034,-0.060606532,4
2,f,20,11,29,2_11,72,R,0.93,-0.032,-0.076403394,-0.038,-0.064695376,4
2,f,20,11,30,2_11,72,R,0.93,-0.038,-0.082676263,-0.043,-0.070033513,4
2,f,20,11,31,2_11,72,R,0.93,-0.036,-0.080755534,-0.043,-0.070115965,4
2,f,20,11,32,2_11,72,R,0.93,-0.043,-0.087928577,-0.048,-0.07539178,4
2,f,20,11,33,2_11,72,R,0.93,-0.051,-0.096099618,-0.055,-0.082664404,4
2,f,20,11,34,2_11,72,R,0.93,-0.065,-0.110284461,-0.066,-0.093976405,4
2,f,20,11,35,2_11,72,R,0.93,-0.074,-0.118846369,-0.072,-0.099673073,4
2,f,20,11,36,2_11,72,R,0.93,-0.079,-0.123385056,-0.075,-0.102291078,4
2,f,20,11,37,2_11,72,R,0.93,-0.075,-0.118504444,-0.073,-0.099489985,4
2,f,20,11,38,2_11,72,R,0.93,-0.072,-0.115329214,-0.07,-0.096317411,4
2,f,20,11,39,2_11,72,R,0.93,-0.062,-0.103949283,-0.062,-0.087018522,4
2,f,20,11,40,2_11,72,R,0.93,-0.045,-0.085404516,-0.048,-0.071489042,4
2,f,20,11,41,2_11,72,R,0.93,-0.011,-0.048793636,-0.023,-0.043959955,4
2,f,20,11,42,2_11,72,R,0.93,0.027,-0.008001586,0.005,-0.013109027,4
2,f,20,11,43,2_11,72,R,0.93,0.028,-0.007014591,0.005,-0.013075355,4
2,f,20,11,44,2_11,72,R,0.93,0.065,0.03302061,0.032,0.016993693,4
2,f,20,11,45,2_11,72,R,0.93,0.106,0.076829337,0.06,0.04792645,4
2,f,20,11,46,2_11,72,R,0.88,0.148,0.121483635,0.089,0.079778317,4
2,f,20,11,47,2_11,72,R,0.88,0.161,0.137362572,0.106,0.099676646,4
2,f,20,11,48,2_11,72,R,0.88,0.164,0.142462087,0.111,0.10673875,4
2,f,20,11,49,2_11,72,R,0.88,0.173,0.153302174,0.118,0.115536939,4
2,f,20,11,50,2_11,72,R,0.88,0.172,0.152688575,0.118,0.115882497,4
2,f,20,11,51,2_11,72,R,0.88,0.182,0.1636309,0.126,0.124897013,4
2,f,20,11,52,2_11,72,R,0.88,0.194,0.176881975,0.135,0.135176507,4
2,f,20,11,53,2_11,72,R,0.88,0.204,0.188070712,0.142,0.143372958,4
2,f,20,11,54,2_11,72,R,0.88,0.211,0.195814974,0.146,0.148145539,4
2,f,20,11,55,2_11,72,R,0.88,0.21,0.194807173,0.145,0.147146641,4
2,f,20,11,56,2_11,72,R,0.88,0.219,0.204467241,0.151,0.153836603,4
2,f,20,11,57,2_11,72,R,0.88,0.219,0.20493228,0.15,0.153257143,4
2,f,20,11,58,2_11,72,R,0.88,0.22,0.206488344,0.151,0.154758628,4
2,f,20,11,59,2_11,72,R,0.88,0.222,0.20872607,0.152,0.156019996,4
2,f,20,11,60,2_11,72,R,0.88,0.217,0.203703359,0.148,0.152026875,4
2,f,20,12,1,2_12,61,R,IP,0.213,0.223625712,0.118,0.144607723,3.5
2,f,20,12,2,2_12,61,R,0.88,0.225,0.2374121,0.129,0.157355247,3.5
2,f,20,12,3,2_12,61,R,0.88,0.237,0.251189987,0.14,0.170094359,3.5
2,f,20,12,4,2_12,61,R,0.88,0.241,0.254976744,0.145,0.174997044,3.5
2,f,20,12,5,2_12,61,R,0.88,0.274,0.288008745,0.176,0.206343095,3.5
2,f,20,12,6,2_12,61,R,0.88,0.288,0.302595981,0.188,0.218954976,3.5
2,f,20,12,7,2_12,61,R,0.93,0.3,0.31517887,0.199,0.230555951,3.5
2,f,20,12,8,2_12,61,R,0.93,0.305,0.32064785,0.205,0.237007365,3.5
2,f,20,12,9,2_12,61,R,0.88,0.305,0.32078525,0.206,0.238119579,3.5
2,f,20,12,10,2_12,61,R,0.93,0.302,0.318162643,0.206,0.23847036,3.5
2,f,20,12,11,2_12,61,R,0.93,0.304,0.320392452,0.207,0.239688172,3.5
2,f,20,12,12,2_12,61,R,0.93,0.305,0.321624601,0.208,0.240910959,3.5
2,f,20,12,13,2_12,61,R,0.93,0.312,0.328805807,0.213,0.246111694,3.5
2,f,20,12,14,2_12,61,R,0.93,0.32,0.336998419,0.218,0.251334412,3.5
2,f,20,12,15,2_12,61,R,0.93,0.326,0.343333835,0.222,0.255681422,3.5
2,f,20,12,16,2_12,61,R,0.93,0.323,0.34039072,0.221,0.254715848,3.5
2,f,20,12,17,2_12,61,R,0.93,0.331,0.348595777,0.226,0.259886578,3.5
2,f,20,12,18,2_12,61,R,0.93,0.338,0.355799976,0.231,0.265056592,3.5
2,f,20,12,19,2_12,61,R,0.93,0.344,0.361960606,0.235,0.269217086,3.5
2,f,20,12,20,2_12,61,R,0.93,0.347,0.365029335,0.238,0.27227532,3.5
2,f,20,12,21,2_12,61,R,0.93,0.347,0.365036574,0.238,0.272289075,3.5
2,f,20,12,22,2_12,61,R,0.93,0.347,0.364911689,0.237,0.271123946,3.5
2,f,20,12,23,2_12,61,R,0.93,0.347,0.364678481,0.237,0.270897428,3.5
2,f,20,12,24,2_12,61,R,0.93,0.353,0.370143677,0.242,0.275387794,3.5
2,f,20,12,25,2_12,61,R,0.93,0.353,0.36966082,0.241,0.273904027,3.5
2,f,20,12,26,2_12,61,R,0.93,0.347,0.362913042,0.238,0.270130817,3.5
2,f,20,12,27,2_12,61,R,0.93,0.339,0.354151882,0.233,0.26432748,3.5
2,f,20,12,28,2_12,61,R,0.93,0.34,0.355168854,0.235,0.266362552,3.5
2,f,20,12,29,2_12,61,R,0.93,0.315,0.328885498,0.217,0.246983564,3.5
2,f,20,12,30,2_12,61,R,0.88,0.284,0.295718954,0.194,0.221683915,3.5
2,f,20,12,31,2_12,61,R,0.88,0.216,0.223475926,0.145,0.168477336,3.5
2,f,20,12,32,2_12,61,R,0.93,0.16,0.162980379,0.103,0.122036987,3.5
2,f,20,12,33,2_12,61,R,0.93,0.09,0.087996196,0.051,0.064956714,3.5
2,f,20,12,34,2_12,61,R,0.93,0.072,0.065187193,0.034,0.043336654,3.5
2,f,20,12,35,2_12,61,R,0.93,0.086,0.078565474,0.042,0.050853953,3.5
2,f,20,12,36,2_12,61,R,0.93,0.056,0.044848933,0.018,0.023280026,3.5
2,f,20,12,37,2_12,61,R,0.93,0.024,0.009379553,-0.006,-0.004120256,3.5
2,f,20,12,38,2_12,61,R,0.93,0.001,-0.016921952,-0.024,-0.025307535,3.5
2,f,20,12,39,2_12,61,R,0.93,-0.027,-0.048445269,-0.043,-0.047707169,3.5
2,f,20,12,40,2_12,61,R,0.93,-0.026,-0.047687629,-0.043,-0.047889908,3.5
2,f,20,12,41,2_12,61,R,0.93,-0.051,-0.076132377,-0.061,-0.069194414,3.5
2,f,20,12,42,2_12,61,R,0.93,-0.077,-0.105800741,-0.078,-0.089772436,3.5
2,f,20,12,43,2_12,61,R,0.93,-0.096,-0.128100461,-0.092,-0.10706315,3.5
2,f,20,12,44,2_12,61,R,0.93,-0.126,-0.162061858,-0.112,-0.131023695,3.5
2,f,20,12,45,2_12,61,R,0.93,-0.129,-0.164971063,-0.114,-0.132975768,3.5
