id,sex,ageM,trialOrd,frm,idtrialOrd,trialNum,pointLR,conf,faceAngRaw,faceAngMod,gazeAngRaw,gazeAngMod,pointFrm
1,m,22,1,1,1_1,12,L,0.88,0.085,0.054632911,0.052,0.03103404,46
1,m,22,1,2,1_1,12,L,0.88,0.142,0.11700329,0.097,0.081438089,46
1,m,22,1,3,1_1,12,L,0.88,0.21,0.191938378,0.148,0.139568755,46
1,m,22,1,4,1_1,12,L,0.93,0.283,0.272044234,0.203,0.201764898,46
1,m,22,1,5,1_1,12,L,0.93,0.332,0.327189515,0.239,0.243878863,46
1,m,22,1,6,1_1,12,L,0.93,0.333,0.3290454,0.241,0.246634748,46
1,m,22,1,7,1_1,12,L,0.93,0.37,0.370562093,0.268,0.278179862,46
1,m,22,1,8,1_1,12,L,0.88,0.392,0.395943176,0.284,0.297523303,46
1,m,22,1,9,1_1,12,L,0.88,0.408,0.414746188,0.294,0.31030268,46
1,m,22,1,10,1_1,12,L,0.93,0.409,0.417674713,0.294,0.312230745,46
1,m,22,1,11,1_1,12,L,0.93,0.407,0.415889345,0.291,0.309416996,46
1,m,22,1,12,1_1,12,L,0.93,0.408,0.418569202,0.292,0.312094101,46
1,m,22,1,13,1_1,12,L,0.88,0.409,0.421352994,0.293,0.314894152,46
1,m,22,1,14,1_1,12,L,0.93,0.4,0.414303754,0.286,0.309861107,46
1,m,22,1,15,1_1,12,L,0.93,0.392,0.408252841,0.28,0.305774246,46
1,m,22,1,16,1_1,12,L,0.88,0.395,0.412765569,0.281,0.308281776,46
1,m,22,1,17,1_1,12,L,0.88,0.394,0.413552685,0.279,0.308081059,46
1,m,22,1,18,1_1,12,L,0.88,0.395,0.414694005,0.28,0.309213159,46
1,m,22,1,19,1_1,12,L,0.88,0.393,0.414340874,0.276,0.306844019,46
1,m,22,1,20,1_1,12,L,0.88,0.389,0.411592453,0.272,0.304083582,46
1,m,22,1,21,1_1,12,L,0.88,0.385,0.408850323,0.269,0.302301548,46
1,m,22,1,22,1_1,12,L,0.88,0.378,0.402939277,0.263,0.297380895,46
1,m,22,1,23,1_1,12,L,0.88,0.379,0.404016694,0.264,0.298457519,46
1,m,22,1,24,1_1,12,L,0.88,0.37,0.395795815,0.255,0.290201832,46
1,m,22,1,25,1_1,12,L,0.93,0.364,0.390345267,0.251,0.286721287,46
1,m,22,1,26,1_1,12,L,0.93,0.358,0.38465334,0.248,0.283998955,46
1,m,22,1,27,1_1,12,L,0.93,0.341,0.367720208,0.233,0.269034291,46
1,m,22,1,28,1_1,12,L,0.93,0.327,0.353554491,0.222,0.257838116,46
1,m,22,1,29,1_1,12,L,0.88,0.313,0.338827589,0.212,0.247102937,46
1,m,22,1,30,1_1,12,L,0.88,0.312,0.337753602,0.211,0.246030439,46
1,m,22,1,31,1_1,12,L,0.88,0.281,0.30475654,0.187,0.220046792,46
1,m,22,1,32,1_1,12,L,0.88,0.241,0.261819989,0.159,0.189091423,46
1,m,22,1,33,1_1,12,L,0.88,0.196,0.213039979,0.124,0.150292859,46
1,m,22,1,34,1_1,12,L,0.88,0.148,0.160855725,0.091,0.113067112,46
1,m,22,1,35,1_1,12,L,0.88,0.153,0.165386433,0.094,0.115652517,46
1,m,22,1,36,1_1,12,L,0.88,0.103,0.111827694,0.06,0.078040228,46
1,m,22,1,37,1_1,12,L,0.88,0.08,0.085437244,0.042,0.056681302,46
1,m,22,1,38,1_1,12,L,0.88,0.068,0.070271541,0.033,0.044603129,46
1,m,22,1,39,1_1,12,L,0.88,0.058,0.057599686,0.023,0.03202921,46
1,m,22,1,40,1_1,12,L,0.88,0.036,0.032709498,0.004,0.010243488,46
1,m,22,1,41,1_1,12,L,0.88,0.021,0.014789943,-0.006,-0.002623812,46
1,m,22,1,42,1_1,12,L,0.88,0.019,0.012403761,-0.008,-0.004916383,46
1,m,22,1,43,1_1,12,L,0.88,-0.008,-0.017618338,-0.028,-0.027844809,46
1,m,22,1,44,1_1,12,L,0.88,-0.009,-0.021424232,-0.028,-0.030641392,46
1,m,22,1,45,1_1,12,L,0.88,-0.009,-0.024052778,-0.026,-0.031325606,46
1,m,22,1,46,1_1,12,L,0.88,-0.012,-0.029660233,-0.026,-0.033983513,46
1,m,22,1,47,1_1,12,L,0.88,-0.011,-0.028850521,-0.024,-0.032158864,46
1,m,22,1,48,1_1,12,L,0.88,-0.016,-0.03598184,-0.026,-0.036323827,46
1,m,22,1,49,1_1,12,L,0.88,-0.027,-0.049186806,-0.033,-0.045628869,46
1,m,22,1,50,1_1,12,L,0.88,-0.029,-0.053123438,-0.033,-0.047657507,46
1,m,22,1,51,1_1,12,L,0.93,-0.034,-0.05976486,-0.034,-0.050368399,46
1,m,22,1,52,1_1,12,L,0.88,-0.036,-0.063032836,-0.035,-0.052662818,46
1,m,22,1,53,1_1,12,L,0.93,-0.037,-0.064981781,-0.035,-0.053637216,46
1,m,22,1,54,1_1,12,L,0.88,-0.038,-0.066060329,-0.035,-0.053715799,46
1,m,22,1,55,1_1,12,L,0.93,-0.039,-0.067999526,-0.036,-0.055631106,46
1,m,22,1,56,1_1,12,L,0.93,-0.042,-0.071808123,-0.038,-0.058433427,46
1,m,22,1,57,1_1,12,L,0.93,-0.043,-0.073838778,-0.037,-0.058438622,46
1,m,22,1,58,1_1,12,L,0.93,-0.04,-0.071620827,-0.036,-0.058176233,46
1,m,22,1,59,1_1,12,L,0.93,-0.041,-0.072734238,-0.036,-0.058303195,46
1,m,22,1,60,1_1,12,L,0.93,-0.032,-0.063929011,-0.029,-0.051510776,46
1,m,22,2,1,1_2,51,L,0.88,0.018,-0.021367722,0.008,-0.022084808,40
1,m,22,2,2,1_2,51,L,0.88,0.005,-0.034287364,0,-0.029930527,40
1,m,22,2,3,1_2,51,L,0.88,0,-0.039307693,-0.001,-0.030927218,40
1,m,22,2,4,1_2,51,L,0.88,-0.003,-0.042179401,-0.003,-0.032810683,40
1,m,22,2,5,1_2,51,L,0.88,-0.005,-0.044048359,-0.004,-0.033692104,40
1,m,22,2,6,1_2,51,L,0.88,-0.006,-0.045023796,-0.006,-0.035673419,40
1,m,22,2,7,1_2,51,L,0.88,-0.008,-0.046899327,-0.007,-0.0365599,40
1,m,22,2,8,1_2,51,L,0.88,-0.012,-0.050941125,-0.01,-0.039610529,40
1,m,22,2,9,1_2,51,L,0.88,-0.012,-0.050782887,-0.011,-0.040490156,40
1,m,22,2,10,1_2,51,L,0.88,-0.013,-0.051791982,-0.011,-0.040497074,40
1,m,22,2,11,1_2,51,L,0.88,-0.013,-0.051602219,-0.011,-0.04033403,40
1,m,22,2,12,1_2,51,L,0.88,-0.015,-0.053353573,-0.013,-0.042088843,40
1,m,22,2,13,1_2,51,L,0.88,-0.014,-0.052127181,-0.013,-0.041898306,40
1,m,22,2,14,1_2,51,L,0.88,-0.01,-0.047957313,-0.01,-0.038731917,40
1,m,22,2,15,1_2,51,L,0.88,-0.008,-0.045865085,-0.009,-0.037643214,40
1,m,22,2,16,1_2,51,L,0.88,-0.01,-0.047982742,-0.01,-0.038788784,40
1,m,22,2,17,1_2,51,L,0.93,-0.021,-0.059975237,-0.018,-0.047784743,40
1,m,22,2,18,1_2,51,L,0.88,-0.042,-0.082941602,-0.033,-0.06470952,40
1,m,22,2,19,1_2,51,L,0.88,-0.054,-0.096647994,-0.041,-0.074332342,40
1,m,22,2,20,1_2,51,L,0.88,-0.054,-0.097499598,-0.045,-0.079067624,40
1,m,22,2,21,1_2,51,L,0.88,-0.052,-0.095715555,-0.05,-0.084202109,40
1,m,22,2,22,1_2,51,L,0.88,-0.051,-0.094764609,-0.05,-0.084344057,40
1,m,22,2,23,1_2,51,L,0.88,-0.048,-0.091552532,-0.049,-0.083004533,40
1,m,22,2,24,1_2,51,L,0.88,-0.057,-0.101008383,-0.055,-0.089360626,40
1,m,22,2,25,1_2,51,L,0.88,-0.069,-0.11467204,-0.062,-0.097964822,40
1,m,22,2,26,1_2,51,L,0.93,-0.092,-0.140047167,-0.075,-0.113222973,40
1,m,22,2,27,1_2,51,L,0.93,-0.099,-0.147125548,-0.078,-0.116234272,40
1,m,22,2,28,1_2,51,L,0.93,-0.106,-0.156620551,-0.082,-0.122582534,40
1,m,22,2,29,1_2,51,L,0.93,-0.118,-0.170695656,-0.088,-0.130485945,40
1,m,22,2,30,1_2,51,L,0.88,-0.134,-0.18928043,-0.095,-0.139926241,40
1,m,22,2,31,1_2,51,L,0.88,-0.121,-0.179091671,-0.088,-0.135688706,40
1,m,22,2,32,1_2,51,L,0.93,-0.12,-0.179565212,-0.09,-0.139057849,40
1,m,22,2,33,1_2,51,L,0.93,-0.123,-0.185188936,-0.09,-0.141567883,40
